Title: Depleted MORB Mantle of Workmann & Hart 2005

System Thermodynamic Data:
Pressure Temperature mass F phi S H V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2(absolute) rhol rhos viscosity aH2O chisqr
7251.00 1339.40 80.902802 0.0017801430469723 0.002057 206.516437 -1021806.295118 25.355805 104.165749 -18.756440 1214.395054 -7.787 -7.787 2.760934 3.191587 1.759 0 0.000
7001.00 1338.01 80.902802 0.0052041724109249 0.006024 206.516437 -1022440.413394 25.373712 104.256253 -19.124152 1216.855048 -7.761 -7.761 2.754423 3.191080 1.794 0 0.000
6751.00 1336.62 80.902802 0.0087032244236567 0.010091 206.516437 -1023074.987211 25.392326 104.347143 -19.511007 1219.376397 -7.733 -7.733 2.747809 3.190580 1.829 0 0.000
6501.00 1335.19 80.902802 0.0122978225050549 0.014283 206.516437 -1023710.036584 25.411767 104.438816 -19.920046 1221.965903 -7.706 -7.706 2.741117 3.190088 1.865 0 0.000
6251.00 1333.76 80.715023 0.0136423464426600 0.015878 205.999595 -1022029.845416 25.363161 104.238429 -20.052347 1220.247921 -7.678 -7.678 2.734354 3.189601 1.902 0 0.000
6001.00 1332.32 80.418062 0.0136642788395728 0.015940 205.181833 -1018995.406672 25.274697 103.867607 -20.017533 1216.024992 -7.649 -7.649 2.727519 3.189120 1.938 0 0.000
5751.00 1330.88 80.120411 0.0136922694939301 0.016010 204.361757 -1015943.701364 25.185980 103.495135 -19.983690 1211.800519 -7.620 -7.620 2.720613 3.188644 1.974 0 0.000
5501.00 1329.43 79.821597 0.0137250044631951 0.016086 203.538049 -1012868.836572 25.096858 103.120360 -19.950563 1207.565866 -7.590 -7.590 2.713639 3.188175 2.011 0 0.000
5251.00 1327.97 79.521258 0.0137608214349346 0.016167 202.709705 -1009766.299229 25.007209 102.742764 -19.917874 1203.313661 -7.562 -7.562 2.706598 3.187712 2.048 0 0.000
5001.00 1326.51 79.219171 0.0137976799468735 0.016250 201.876106 -1006633.293694 24.916954 102.362007 -19.885316 1199.038131 -7.534 -7.534 2.699495 3.187254 2.084 0 0.000
